RTT_tminus4,IAT1_tminus4,Qfrac_tminus4,QfracCap_tminus4,Cap_tminus4,RTT_tminus3,IAT1_tminus3,Qfrac_tminus3,QfracCap_tminus3,Cap_tminus3,RTT_tminus2,IAT1_tminus2,Qfrac_tminus2,QfracCap_tminus2,Cap_tminus2,RTT_tminus1,IAT1_tminus1,Qfrac_tminus1,QfracCap_tminus1,Cap_tminus1,RTT_tminus0,IAT1_tminus0,Qfrac_tminus0,QfracCap_tminus0,Cap_tminus0
1.085982054,0.0,0.10026666666666667,0.0,0.0,1.092703553,8.471e-06,0.10026666666666667,0.0,0.0,1.098089151,1.5584000000000002e-05,0.10026666666666667,0.0,0.0,1.098129179,1.3509999999999999e-06,0.10026666666666667,0.0,0.0,1.098138363,6.548e-06,0.10026666666666667,0.0,0.0
1.092703553,8.471e-06,0.10026666666666667,0.0,0.0,1.098089151,1.5584000000000002e-05,0.10026666666666667,0.0,0.0,1.098129179,1.3509999999999999e-06,0.10026666666666667,0.0,0.0,1.098138363,6.548e-06,0.10026666666666667,0.0,0.0,1.098151371,1.181e-06,0.10026666666666667,0.0,0.0
1.098089151,1.5584000000000002e-05,0.10026666666666667,0.0,0.0,1.098129179,1.3509999999999999e-06,0.10026666666666667,0.0,0.0,1.098138363,6.548e-06,0.10026666666666667,0.0,0.0,1.098151371,1.181e-06,0.10026666666666667,0.0,0.0,1.098160028,6.023999999999999e-06,0.10026666666666667,0.0,0.0
1.098129179,1.3509999999999999e-06,0.10026666666666667,0.0,0.0,1.098138363,6.548e-06,0.10026666666666667,0.0,0.0,1.098151371,1.181e-06,0.10026666666666667,0.0,0.0,1.098160028,6.023999999999999e-06,0.10026666666666667,0.0,0.0,1.098173995,1.143e-06,0.10026666666666667,0.0,0.0
1.098138363,6.548e-06,0.10026666666666667,0.0,0.0,1.098151371,1.181e-06,0.10026666666666667,0.0,0.0,1.098160028,6.023999999999999e-06,0.10026666666666667,0.0,0.0,1.098173995,1.143e-06,0.10026666666666667,0.0,0.0,1.098182348,5.7029999999999994e-06,0.10026666666666667,0.0,0.0
1.098151371,1.181e-06,0.10026666666666667,0.0,0.0,1.098160028,6.023999999999999e-06,0.10026666666666667,0.0,0.0,1.098173995,1.143e-06,0.10026666666666667,0.0,0.0,1.098182348,5.7029999999999994e-06,0.10026666666666667,0.0,0.0,1.098195813,1.1490000000000001e-06,0.10026666666666667,0.0,0.0
1.098160028,6.023999999999999e-06,0.10026666666666667,0.0,0.0,1.098173995,1.143e-06,0.10026666666666667,0.0,0.0,1.098182348,5.7029999999999994e-06,0.10026666666666667,0.0,0.0,1.098195813,1.1490000000000001e-06,0.10026666666666667,0.0,0.0,0.012278575,0.19219234600000001,0.0,0.0,19552.0
1.098173995,1.143e-06,0.10026666666666667,0.0,0.0,1.098182348,5.7029999999999994e-06,0.10026666666666667,0.0,0.0,1.098195813,1.1490000000000001e-06,0.10026666666666667,0.0,0.0,0.012278575,0.19219234600000001,0.0,0.0,19552.0,0.007581545,0.0067412819999999995,0.010026666666666666,0.08333333333333333,18048.0
1.098182348,5.7029999999999994e-06,0.10026666666666667,0.0,0.0,1.098195813,1.1490000000000001e-06,0.10026666666666667,0.0,0.0,0.012278575,0.19219234600000001,0.0,0.0,19552.0,0.007581545,0.0067412819999999995,0.010026666666666666,0.08333333333333333,18048.0,0.007591778,7.712999999999999e-06,0.010026666666666666,0.08333333333333333,18048.0
1.098195813,1.1490000000000001e-06,0.10026666666666667,0.0,0.0,0.012278575,0.19219234600000001,0.0,0.0,19552.0,0.007581545,0.0067412819999999995,0.010026666666666666,0.08333333333333333,18048.0,0.007591778,7.712999999999999e-06,0.010026666666666666,0.08333333333333333,18048.0,0.002216391,0.005389591,0.010026666666666666,0.0,0.0
0.012278575,0.19219234600000001,0.0,0.0,19552.0,0.007581545,0.0067412819999999995,0.010026666666666666,0.08333333333333333,18048.0,0.007591778,7.712999999999999e-06,0.010026666666666666,0.08333333333333333,18048.0,0.002216391,0.005389591,0.010026666666666666,0.0,0.0,0.003850063,2.0890000000000002e-06,0.010026666666666666,0.0,0.0
0.007581545,0.0067412819999999995,0.010026666666666666,0.08333333333333333,18048.0,0.007591778,7.712999999999999e-06,0.010026666666666666,0.08333333333333333,18048.0,0.002216391,0.005389591,0.010026666666666666,0.0,0.0,0.003850063,2.0890000000000002e-06,0.010026666666666666,0.0,0.0,0.0038548790000000003,1.7152e-05,0.010026666666666666,0.0,0.0
0.007591778,7.712999999999999e-06,0.010026666666666666,0.08333333333333333,18048.0,0.002216391,0.005389591,0.010026666666666666,0.0,0.0,0.003850063,2.0890000000000002e-06,0.010026666666666666,0.0,0.0,0.0038548790000000003,1.7152e-05,0.010026666666666666,0.0,0.0,0.0038685940000000004,1.1120000000000001e-06,0.010026666666666666,0.0,0.0
0.002216391,0.005389591,0.010026666666666666,0.0,0.0,0.003850063,2.0890000000000002e-06,0.010026666666666666,0.0,0.0,0.0038548790000000003,1.7152e-05,0.010026666666666666,0.0,0.0,0.0038685940000000004,1.1120000000000001e-06,0.010026666666666666,0.0,0.0,0.0038688190000000003,1.3603e-05,0.010026666666666666,0.0,0.0
0.003850063,2.0890000000000002e-06,0.010026666666666666,0.0,0.0,0.0038548790000000003,1.7152e-05,0.010026666666666666,0.0,0.0,0.0038685940000000004,1.1120000000000001e-06,0.010026666666666666,0.0,0.0,0.0038688190000000003,1.3603e-05,0.010026666666666666,0.0,0.0,0.0038815240000000003,1.119e-06,0.010026666666666666,0.0,0.0
0.0038548790000000003,1.7152e-05,0.010026666666666666,0.0,0.0,0.0038685940000000004,1.1120000000000001e-06,0.010026666666666666,0.0,0.0,0.0038688190000000003,1.3603e-05,0.010026666666666666,0.0,0.0,0.0038815240000000003,1.119e-06,0.010026666666666666,0.0,0.0,0.00388149,1.358e-05,0.010026666666666666,0.0,0.0
0.0038685940000000004,1.1120000000000001e-06,0.010026666666666666,0.0,0.0,0.0038688190000000003,1.3603e-05,0.010026666666666666,0.0,0.0,0.0038815240000000003,1.119e-06,0.010026666666666666,0.0,0.0,0.00388149,1.358e-05,0.010026666666666666,0.0,0.0,0.003894001,1.206e-06,0.010026666666666666,0.0,0.0
0.0038688190000000003,1.3603e-05,0.010026666666666666,0.0,0.0,0.0038815240000000003,1.119e-06,0.010026666666666666,0.0,0.0,0.00388149,1.358e-05,0.010026666666666666,0.0,0.0,0.003894001,1.206e-06,0.010026666666666666,0.0,0.0,0.0038932579999999997,1.3901e-05,0.010026666666666666,0.0,0.0
0.0038815240000000003,1.119e-06,0.010026666666666666,0.0,0.0,0.00388149,1.358e-05,0.010026666666666666,0.0,0.0,0.003894001,1.206e-06,0.010026666666666666,0.0,0.0,0.0038932579999999997,1.3901e-05,0.010026666666666666,0.0,0.0,0.003986231,1.2390000000000001e-06,0.010026666666666666,0.0,0.0
0.00388149,1.358e-05,0.010026666666666666,0.0,0.0,0.003894001,1.206e-06,0.010026666666666666,0.0,0.0,0.0038932579999999997,1.3901e-05,0.010026666666666666,0.0,0.0,0.003986231,1.2390000000000001e-06,0.010026666666666666,0.0,0.0,0.0039901120000000005,1.2817000000000001e-05,0.010026666666666666,0.0,0.0
0.003894001,1.206e-06,0.010026666666666666,0.0,0.0,0.0038932579999999997,1.3901e-05,0.010026666666666666,0.0,0.0,0.003986231,1.2390000000000001e-06,0.010026666666666666,0.0,0.0,0.0039901120000000005,1.2817000000000001e-05,0.010026666666666666,0.0,0.0,0.004002738,1.108e-06,0.010026666666666666,0.0,0.0
0.0038932579999999997,1.3901e-05,0.010026666666666666,0.0,0.0,0.003986231,1.2390000000000001e-06,0.010026666666666666,0.0,0.0,0.0039901120000000005,1.2817000000000001e-05,0.010026666666666666,0.0,0.0,0.004002738,1.108e-06,0.010026666666666666,0.0,0.0,0.004002617,1.3487e-05,0.010026666666666666,0.0,0.0
0.003986231,1.2390000000000001e-06,0.010026666666666666,0.0,0.0,0.0039901120000000005,1.2817000000000001e-05,0.010026666666666666,0.0,0.0,0.004002738,1.108e-06,0.010026666666666666,0.0,0.0,0.004002617,1.3487e-05,0.010026666666666666,0.0,0.0,0.004014801,1.087e-06,0.010026666666666666,0.0,0.0
0.0039901120000000005,1.2817000000000001e-05,0.010026666666666666,0.0,0.0,0.004002738,1.108e-06,0.010026666666666666,0.0,0.0,0.004002617,1.3487e-05,0.010026666666666666,0.0,0.0,0.004014801,1.087e-06,0.010026666666666666,0.0,0.0,0.004014762,1.3539e-05,0.010026666666666666,0.0,0.0
0.004002738,1.108e-06,0.010026666666666666,0.0,0.0,0.004002617,1.3487e-05,0.010026666666666666,0.0,0.0,0.004014801,1.087e-06,0.010026666666666666,0.0,0.0,0.004014762,1.3539e-05,0.010026666666666666,0.0,0.0,0.004014702,1.2497e-05,0.010026666666666666,0.0,0.0
0.004002617,1.3487e-05,0.010026666666666666,0.0,0.0,0.004014801,1.087e-06,0.010026666666666666,0.0,0.0,0.004014762,1.3539e-05,0.010026666666666666,0.0,0.0,0.004014702,1.2497e-05,0.010026666666666666,0.0,0.0,0.004008079,2.7134e-05,0.010026666666666666,0.0,0.0
0.004014801,1.087e-06,0.010026666666666666,0.0,0.0,0.004014762,1.3539e-05,0.010026666666666666,0.0,0.0,0.004014702,1.2497e-05,0.010026666666666666,0.0,0.0,0.004008079,2.7134e-05,0.010026666666666666,0.0,0.0,0.002593203,0.002046186,0.07018666666666666,0.5,21056.0
0.004014762,1.3539e-05,0.010026666666666666,0.0,0.0,0.004014702,1.2497e-05,0.010026666666666666,0.0,0.0,0.004008079,2.7134e-05,0.010026666666666666,0.0,0.0,0.002593203,0.002046186,0.07018666666666666,0.5,21056.0,0.002600845,1.3465e-05,0.07018666666666666,0.5,21056.0
0.004014702,1.2497e-05,0.010026666666666666,0.0,0.0,0.004008079,2.7134e-05,0.010026666666666666,0.0,0.0,0.002593203,0.002046186,0.07018666666666666,0.5,21056.0,0.002600845,1.3465e-05,0.07018666666666666,0.5,21056.0,0.007577953,1.2319e-05,0.07018666666666666,0.5,21056.0
0.004008079,2.7134e-05,0.010026666666666666,0.0,0.0,0.002593203,0.002046186,0.07018666666666666,0.5,21056.0,0.002600845,1.3465e-05,0.07018666666666666,0.5,21056.0,0.007577953,1.2319e-05,0.07018666666666666,0.5,21056.0,0.005974177,0.00164253,0.060160000000000005,0.375,24064.0
0.002593203,0.002046186,0.07018666666666666,0.5,21056.0,0.002600845,1.3465e-05,0.07018666666666666,0.5,21056.0,0.007577953,1.2319e-05,0.07018666666666666,0.5,21056.0,0.005974177,0.00164253,0.060160000000000005,0.375,24064.0,0.005973611,1.4622e-05,0.060160000000000005,0.375,24064.0
0.002600845,1.3465e-05,0.07018666666666666,0.5,21056.0,0.007577953,1.2319e-05,0.07018666666666666,0.5,21056.0,0.005974177,0.00164253,0.060160000000000005,0.375,24064.0,0.005973611,1.4622e-05,0.060160000000000005,0.375,24064.0,0.0076762359999999995,1.2797e-05,0.060160000000000005,0.375,24064.0
